user_id,prelude_name,usage_count,total_wins,total_position_sum,win_rate,avg_position,user_name,cn_name,cn_name_plot
126fe8f130cc,Mining Operations,2,2,2,100.0,1.0,aaass1232,采矿作业,采矿作业
13f9446ad048,Acquired Space Agency,2,0,4,0.0,2.0,6mmmm,收购太空总署,收购太空总署
13f9446ad048,Double Down,3,1,5,33.33,1.667,6mmmm,双倍下注,双倍下注
13f9446ad048,Experimental Forest,3,2,4,66.67,1.333,6mmmm,实验林场,实验林场
13f9446ad048,Galilean Mining,2,0,4,0.0,2.0,6mmmm,伽利略矿业,伽利略矿业
13f9446ad048,Loan,4,1,7,25.0,1.75,6mmmm,贷款,贷款
13f9446ad048,Metal-Rich Asteroid,6,1,11,16.67,1.833,6mmmm,富含金属的小行星,富含金属的小行星
13f9446ad048,New Partner,2,1,3,50.0,1.5,6mmmm,新合伙人,新合伙人
13f9446ad048,Orbital Construction Yard,3,2,4,66.67,1.333,6mmmm,轨道建造场,轨道建造场
13f9446ad048,SF Memorial,6,1,11,16.67,1.833,6mmmm,SF纪念碑,SF纪念碑
13f9446ad048,Space Lanes,2,2,2,100.0,1.0,6mmmm,太空航道,太空航道
13f9446ad048,Suitable Infrastructure,5,4,6,80.0,1.2,6mmmm,适宜基础设施,适宜基础设施
13f9446ad048,Supply Drop,2,0,4,0.0,2.0,6mmmm,空投补给,空投补给
13f9446ad048,Terraforming Deal,3,1,5,33.33,1.667,6mmmm,地球化交易,地球化交易
13f9446ad048,UNMI Contractor,4,3,5,75.0,1.25,6mmmm,UNMI 承包商,UNMI 承包商
13f9446ad048,WG Partnership,7,7,7,100.0,1.0,6mmmm,世界政府小伙伴,世界政府小伙伴
147b5481b058,Project Eden,2,2,2,100.0,1.0,罗成,伊甸园计划,伊甸园计划
147b5481b058,Research Network,3,3,3,100.0,1.0,罗成,研究网络,研究网络
147b5481b058,SF Memorial,3,3,3,100.0,1.0,罗成,SF纪念碑,SF纪念碑
14e754e53d46,Research Network,2,1,3,50.0,1.5,南宫澪,研究网络,研究网络
14e754e53d46,SF Memorial,3,3,3,100.0,1.0,南宫澪,SF纪念碑,SF纪念碑
1635a02b921f,Aquifer Turbines,2,1,3,50.0,1.5,sailij,含水层涡轮机,含水层涡轮机
1635a02b921f,Business Empire,3,2,4,66.67,1.333,sailij,商业帝国,商业帝国
1635a02b921f,Merger,3,3,3,100.0,1.0,sailij,企业合并,企业合并
1635a02b921f,Mining Operations,2,0,4,0.0,2.0,sailij,采矿作业,采矿作业
1635a02b921f,Project Eden,2,2,2,100.0,1.0,sailij,伊甸园计划,伊甸园计划
1956b6b551a9,Mining Operations,2,2,2,100.0,1.0,ihz,采矿作业,采矿作业
1c86df029d8e,SF Memorial,2,2,2,100.0,1.0,藏锋,SF纪念碑,SF纪念碑
2450c74ea170,Acquired Space Agency,2,0,4,0.0,2.0,晓黑,收购太空总署,收购太空总署
2450c74ea170,Aquifer Turbines,2,1,3,50.0,1.5,晓黑,含水层涡轮机,含水层涡轮机
2450c74ea170,Double Down,4,2,6,50.0,1.5,晓黑,双倍下注,双倍下注
2450c74ea170,Experimental Forest,2,0,4,0.0,2.0,晓黑,实验林场,实验林场
2450c74ea170,Martian Industries,2,1,3,50.0,1.5,晓黑,火星工业,火星工业
2450c74ea170,Orbital Construction Yard,2,1,3,50.0,1.5,晓黑,轨道建造场,轨道建造场
2450c74ea170,Research Network,2,1,3,50.0,1.5,晓黑,研究网络,研究网络
2450c74ea170,SF Memorial,8,4,12,50.0,1.5,晓黑,SF纪念碑,SF纪念碑
2450c74ea170,Supplier,4,1,7,25.0,1.75,晓黑,供应商,供应商
288899b4d4ea,Project Eden,2,1,3,50.0,1.5,newanderer,伊甸园计划,伊甸园计划
288899b4d4ea,Soil Bacteria,2,1,3,50.0,1.5,newanderer,土壤细菌,土壤细菌
288899b4d4ea,World Government Advisor,2,0,4,0.0,2.0,newanderer,世界政府顾问,世界政府顾问
2d6fc80f3e8b,Galilean Mining,2,2,2,100.0,1.0,彩虹,伽利略矿业,伽利略矿业
2d6fc80f3e8b,New Partner,2,2,2,100.0,1.0,彩虹,新合伙人,新合伙人
32bfb3f9a500,Lunar Planning Office,2,2,2,100.0,1.0,rjw,月球规划办公室,月球规划办公室
32bfb3f9a500,New Partner,2,1,3,50.0,1.5,rjw,新合伙人,新合伙人
32bfb3f9a500,Nitrate Reducers,2,1,3,50.0,1.5,rjw,硝酸盐还原剂,硝酸盐还原剂
32bfb3f9a500,SF Memorial,3,2,4,66.67,1.333,rjw,SF纪念碑,SF纪念碑
32bfb3f9a500,Smelting Plant,3,1,5,33.33,1.667,rjw,冶炼厂,冶炼厂
32bfb3f9a500,Space Lanes,2,0,4,0.0,2.0,rjw,太空航道,太空航道
32bfb3f9a500,Suitable Infrastructure,2,1,3,50.0,1.5,rjw,适宜基础设施,适宜基础设施
32bfb3f9a500,Supply Drop,2,1,3,50.0,1.5,rjw,空投补给,空投补给
34fb260b5198,Donation,3,1,5,33.33,1.667,制裁苏总的黄sir,捐赠,捐赠
34fb260b5198,Double Down,2,2,2,100.0,1.0,制裁苏总的黄sir,双倍下注,双倍下注
34fb260b5198,Galilean Mining,2,2,2,100.0,1.0,制裁苏总的黄sir,伽利略矿业,伽利略矿业
34fb260b5198,New Partner,3,2,4,66.67,1.333,制裁苏总的黄sir,新合伙人,新合伙人
34fb260b5198,Research Network,2,2,2,100.0,1.0,制裁苏总的黄sir,研究网络,研究网络
34fb260b5198,SF Memorial,9,8,10,88.89,1.111,制裁苏总的黄sir,SF纪念碑,SF纪念碑
34fb260b5198,Self-Sufficient Settlement,3,3,3,100.0,1.0,制裁苏总的黄sir,自给自足的据点,自给自足的据点
34fb260b5198,Society Support,2,2,2,100.0,1.0,制裁苏总的黄sir,社会支援,社会支援
34fb260b5198,World Government Advisor,3,2,4,66.67,1.333,制裁苏总的黄sir,世界政府顾问,世界政府顾问
383cca45f613,Acquired Space Agency,2,2,2,100.0,1.0,思锐,收购太空总署,收购太空总署
383cca45f613,Aquifer Turbines,4,1,7,25.0,1.75,思锐,含水层涡轮机,含水层涡轮机
383cca45f613,Business Empire,3,1,5,33.33,1.667,思锐,商业帝国,商业帝国
383cca45f613,Merger,4,4,4,100.0,1.0,思锐,企业合并,企业合并
383cca45f613,New Partner,4,2,6,50.0,1.5,思锐,新合伙人,新合伙人
383cca45f613,Power Generation,4,4,4,100.0,1.0,思锐,发电,发电
383cca45f613,Research Network,2,1,3,50.0,1.5,思锐,研究网络,研究网络
383cca45f613,SF Memorial,6,3,9,50.0,1.5,思锐,SF纪念碑,SF纪念碑
390c9a894acd,Acquired Space Agency,4,3,5,75.0,1.25,双子,收购太空总署,收购太空总署
390c9a894acd,Allied Bank,2,1,3,50.0,1.5,双子,联合银行,联合银行
390c9a894acd,Double Down,3,3,3,100.0,1.0,双子,双倍下注,双倍下注
390c9a894acd,Loan,2,2,2,100.0,1.0,双子,贷款,贷款
390c9a894acd,Lunar Planning Office,2,1,3,50.0,1.5,双子,月球规划办公室,月球规划办公室
390c9a894acd,Merger,3,2,4,66.67,1.333,双子,企业合并,企业合并
390c9a894acd,Mining Operations,2,1,3,50.0,1.5,双子,采矿作业,采矿作业
390c9a894acd,New Partner,4,4,4,100.0,1.0,双子,新合伙人,新合伙人
390c9a894acd,Nitrate Reducers,4,3,5,75.0,1.25,双子,硝酸盐还原剂,硝酸盐还原剂
390c9a894acd,SF Memorial,3,1,5,33.33,1.667,双子,SF纪念碑,SF纪念碑
390c9a894acd,Soil Bacteria,4,4,4,100.0,1.0,双子,土壤细菌,土壤细菌
390c9a894acd,Space Lanes,3,3,3,100.0,1.0,双子,太空航道,太空航道
390c9a894acd,Terraforming Deal,2,2,2,100.0,1.0,双子,地球化交易,地球化交易
390c9a894acd,World Government Advisor,3,2,4,66.67,1.333,双子,世界政府顾问,世界政府顾问
39bd7db8afa5,Donation,2,1,3,50.0,1.5,noorder,捐赠,捐赠
39bd7db8afa5,SF Memorial,2,1,3,50.0,1.5,noorder,SF纪念碑,SF纪念碑
3bdf301973af,Merger,2,1,3,50.0,1.5,海贼王,企业合并,企业合并
40dd95566462,SF Memorial,2,1,3,50.0,1.5,纯白knight,SF纪念碑,SF纪念碑
46b2753edcdf,Acquired Space Agency,7,4,10,57.14,1.429,xu,收购太空总署,收购太空总署
46b2753edcdf,Business Empire,2,2,2,100.0,1.0,xu,商业帝国,商业帝国
46b2753edcdf,Donation,4,2,6,50.0,1.5,xu,捐赠,捐赠
46b2753edcdf,Double Down,3,2,4,66.67,1.333,xu,双倍下注,双倍下注
46b2753edcdf,Loan,7,5,9,71.43,1.286,xu,贷款,贷款
46b2753edcdf,Martian Industries,3,1,5,33.33,1.667,xu,火星工业,火星工业
46b2753edcdf,Metal-Rich Asteroid,4,2,6,50.0,1.5,xu,富含金属的小行星,富含金属的小行星
46b2753edcdf,Mining Operations,6,4,8,66.67,1.333,xu,采矿作业,采矿作业
46b2753edcdf,New Partner,6,4,8,66.67,1.333,xu,新合伙人,新合伙人
46b2753edcdf,Orbital Construction Yard,2,1,3,50.0,1.5,xu,轨道建造场,轨道建造场
46b2753edcdf,Project Eden,3,3,3,100.0,1.0,xu,伊甸园计划,伊甸园计划
46b2753edcdf,Research Network,6,5,7,83.33,1.167,xu,研究网络,研究网络
46b2753edcdf,SF Memorial,8,4,12,50.0,1.5,xu,SF纪念碑,SF纪念碑
46b2753edcdf,Space Lanes,5,4,6,80.0,1.2,xu,太空航道,太空航道
46b2753edcdf,Supplier,3,2,4,66.67,1.333,xu,供应商,供应商
46b2753edcdf,Supply Drop,5,1,9,20.0,1.8,xu,空投补给,空投补给
46b2753edcdf,Venus Contract,2,2,2,100.0,1.0,xu,金星合同,金星合同
4c30e054df22,SF Memorial,2,2,2,100.0,1.0,ws14159,SF纪念碑,SF纪念碑
55ef2445c90c,Allied Bank,2,0,4,0.0,2.0,乙木,联合银行,联合银行
55ef2445c90c,Aquifer Turbines,8,4,12,50.0,1.5,乙木,含水层涡轮机,含水层涡轮机
55ef2445c90c,Business Empire,6,4,8,66.67,1.333,乙木,商业帝国,商业帝国
55ef2445c90c,Galilean Mining,4,2,6,50.0,1.5,乙木,伽利略矿业,伽利略矿业
55ef2445c90c,Io Research Outpost,6,3,9,50.0,1.5,乙木,木卫一研究前哨,木卫一研究前哨
55ef2445c90c,Martian Industries,2,1,3,50.0,1.5,乙木,火星工业,火星工业
55ef2445c90c,Merger,2,0,4,0.0,2.0,乙木,企业合并,企业合并
55ef2445c90c,New Partner,4,1,7,25.0,1.75,乙木,新合伙人,新合伙人
55ef2445c90c,Nitrate Reducers,2,1,3,50.0,1.5,乙木,硝酸盐还原剂,硝酸盐还原剂
55ef2445c90c,Orbital Construction Yard,2,0,4,0.0,2.0,乙木,轨道建造场,轨道建造场
55ef2445c90c,Power Generation,6,4,8,66.67,1.333,乙木,发电,发电
55ef2445c90c,Research Network,7,5,9,71.43,1.286,乙木,研究网络,研究网络
55ef2445c90c,SF Memorial,8,5,11,62.5,1.375,乙木,SF纪念碑,SF纪念碑
55ef2445c90c,Soil Bacteria,2,2,2,100.0,1.0,乙木,土壤细菌,土壤细菌
55ef2445c90c,Space Lanes,4,1,7,25.0,1.75,乙木,太空航道,太空航道
55ef2445c90c,Suitable Infrastructure,3,1,5,33.33,1.667,乙木,适宜基础设施,适宜基础设施
55ef2445c90c,Supplier,3,0,6,0.0,2.0,乙木,供应商,供应商
55ef2445c90c,Terraforming Deal,2,0,4,0.0,2.0,乙木,地球化交易,地球化交易
55ef2445c90c,UNMI Contractor,5,3,7,60.0,1.4,乙木,UNMI 承包商,UNMI 承包商
59ce7a2bfade,Acquired Space Agency,2,1,3,50.0,1.5,白银,收购太空总署,收购太空总署
59ce7a2bfade,Biosphere Support,2,2,2,100.0,1.0,白银,生物圈支援载体,生物圈支援载体
59ce7a2bfade,Business Empire,3,3,3,100.0,1.0,白银,商业帝国,商业帝国
59ce7a2bfade,Research Network,2,2,2,100.0,1.0,白银,研究网络,研究网络
59ce7a2bfade,Terraforming Deal,2,2,2,100.0,1.0,白银,地球化交易,地球化交易
5a66d1149dc6,SF Memorial,2,1,3,50.0,1.5,darisen,SF纪念碑,SF纪念碑
5a66d1149dc6,UNMI Contractor,2,1,3,50.0,1.5,darisen,UNMI 承包商,UNMI 承包商
5b0f21271132,Acquired Space Agency,2,2,2,100.0,1.0,bulez00,收购太空总署,收购太空总署
5b0f21271132,Biosphere Support,2,2,2,100.0,1.0,bulez00,生物圈支援载体,生物圈支援载体
5b0f21271132,Martian Industries,2,2,2,100.0,1.0,bulez00,火星工业,火星工业
5c4518b48b81,Acquired Space Agency,2,2,2,100.0,1.0,anan,收购太空总署,收购太空总署
5c4518b48b81,Double Down,2,2,2,100.0,1.0,anan,双倍下注,双倍下注
5c4518b48b81,Metal-Rich Asteroid,2,1,3,50.0,1.5,anan,富含金属的小行星,富含金属的小行星
5c4518b48b81,New Partner,3,2,4,66.67,1.333,anan,新合伙人,新合伙人
5c4518b48b81,SF Memorial,2,2,2,100.0,1.0,anan,SF纪念碑,SF纪念碑
5c4518b48b81,Self-Sufficient Settlement,2,0,4,0.0,2.0,anan,自给自足的据点,自给自足的据点
5c4518b48b81,UNMI Contractor,3,1,5,33.33,1.667,anan,UNMI 承包商,UNMI 承包商
5c4518b48b81,World Government Advisor,2,2,2,100.0,1.0,anan,世界政府顾问,世界政府顾问
5f2df2684d33,Allied Bank,3,3,3,100.0,1.0,小z,联合银行,联合银行
5f2df2684d33,Aquifer Turbines,2,2,2,100.0,1.0,小z,含水层涡轮机,含水层涡轮机
5f2df2684d33,Donation,2,2,2,100.0,1.0,小z,捐赠,捐赠
5f2df2684d33,Galilean Mining,2,2,2,100.0,1.0,小z,伽利略矿业,伽利略矿业
5f2df2684d33,Mining Operations,2,2,2,100.0,1.0,小z,采矿作业,采矿作业
